captcha_text,chr_acc_beam_1,filename,med_b1,predicted_beam_1
sgwdjb,6,/kaggle/input/test-colour/test_cleaned_color_resized/sgwdjb-0.png,1.0,sgwdjb
98en60a,6,/kaggle/input/test-colour/test_cleaned_color_resized/98en60a-0.png,0.8571428571428572,98en6da
nih4y1e,7,/kaggle/input/test-colour/test_cleaned_color_resized/nih4y1e-0.png,1.0,nih4y1e
8fa95b,6,/kaggle/input/test-colour/test_cleaned_color_resized/8fa95b-0.png,1.0,8fa95b
qxi5i9w1,7,/kaggle/input/test-colour/test_cleaned_color_resized/qxi5i9w1-0.png,0.875,qx15i9w1
wcgxtu6,7,/kaggle/input/test-colour/test_cleaned_color_resized/wcgxtu6-0.png,1.0,wcgxtu6
e6pbcz1k,8,/kaggle/input/test-colour/test_cleaned_color_resized/e6pbcz1k-0.png,1.0,e6pbcz1k
89uxia,3,/kaggle/input/test-colour/test_cleaned_color_resized/89uxia-0.png,0.5,89vki8
uewr,4,/kaggle/input/test-colour/test_cleaned_color_resized/uewr-0.png,1.0,uewr
dxyz,4,/kaggle/input/test-colour/test_cleaned_color_resized/dxyz-0.png,1.0,dxyz
gdg7h,3,/kaggle/input/test-colour/test_cleaned_color_resized/gdg7h-0.png,0.6,9dq7h
ermoo4,6,/kaggle/input/test-colour/test_cleaned_color_resized/ermoo4-0.png,1.0,ermoo4
qkcc0kg0,6,/kaggle/input/test-colour/test_cleaned_color_resized/qkcc0kg0-0.png,0.75,0kcc0kgo
a05d1v,6,/kaggle/input/test-colour/test_cleaned_color_resized/a05d1v-0.png,1.0,a05d1v
lgk7dl,4,/kaggle/input/test-colour/test_cleaned_color_resized/lgk7dl-0.png,0.6666666666666667,1gk7di
2cteaog,7,/kaggle/input/test-colour/test_cleaned_color_resized/2cteaog-0.png,1.0,2cteaog
jmike663,5,/kaggle/input/test-colour/test_cleaned_color_resized/jmike663-0.png,0.5555555555555556,imjkp66g3
4ll943lc,8,/kaggle/input/test-colour/test_cleaned_color_resized/4ll943lc-0.png,1.0,4ll943lc
4mby0ex,7,/kaggle/input/test-colour/test_cleaned_color_resized/4mby0ex-0.png,1.0,4mby0ex
0wcz1w,4,/kaggle/input/test-colour/test_cleaned_color_resized/0wcz1w-0.png,0.6666666666666667,owcz7w
57z6amy5,7,/kaggle/input/test-colour/test_cleaned_color_resized/57z6amy5-0.png,0.875,57z6amv5
a7boq,4,/kaggle/input/test-colour/test_cleaned_color_resized/a7boq-0.png,0.8,a7b0q
h0n14,4,/kaggle/input/test-colour/test_cleaned_color_resized/h0n14-0.png,0.8,hon14
1awqu,5,/kaggle/input/test-colour/test_cleaned_color_resized/1awqu-0.png,1.0,1awqu
438j245,7,/kaggle/input/test-colour/test_cleaned_color_resized/438j245-0.png,1.0,438j245
9roi,4,/kaggle/input/test-colour/test_cleaned_color_resized/9roi-0.png,1.0,9roi
5bv9m,5,/kaggle/input/test-colour/test_cleaned_color_resized/5bv9m-0.png,1.0,5bv9m
stl4xtj,6,/kaggle/input/test-colour/test_cleaned_color_resized/stl4xtj-0.png,0.8571428571428572,5tl4xtj
ajst,4,/kaggle/input/test-colour/test_cleaned_color_resized/ajst-0.png,1.0,ajst
ojfqa585,6,/kaggle/input/test-colour/test_cleaned_color_resized/ojfqa585-0.png,0.75,0jfqas85
dp8vc,5,/kaggle/input/test-colour/test_cleaned_color_resized/dp8vc-0.png,1.0,dp8vc
13be3kf,6,/kaggle/input/test-colour/test_cleaned_color_resized/13be3kf-0.png,0.8571428571428572,l3be3kf
vq3ft7f,6,/kaggle/input/test-colour/test_cleaned_color_resized/vq3ft7f-0.png,0.8571428571428572,vq3f17f
u1rfaq41,8,/kaggle/input/test-colour/test_cleaned_color_resized/u1rfaq41-0.png,1.0,u1rfaq41
qwqwkv,4,/kaggle/input/test-colour/test_cleaned_color_resized/qwqwkv-0.png,0.6666666666666667,owowkv
b359qg64,8,/kaggle/input/test-colour/test_cleaned_color_resized/b359qg64-0.png,1.0,b359qg64
xl9a2fm,6,/kaggle/input/test-colour/test_cleaned_color_resized/xl9a2fm-0.png,0.8571428571428572,xc9a2fm
lhuttfhn,8,/kaggle/input/test-colour/test_cleaned_color_resized/lhuttfhn-0.png,1.0,lhuttfhn
ksdwylp5,8,/kaggle/input/test-colour/test_cleaned_color_resized/ksdwylp5-0.png,1.0,ksdwylp5
h4titb0,7,/kaggle/input/test-colour/test_cleaned_color_resized/h4titb0-0.png,1.0,h4titb0
god2llyl,6,/kaggle/input/test-colour/test_cleaned_color_resized/god2llyl-0.png,0.75,god1lyl
fuk189,5,/kaggle/input/test-colour/test_cleaned_color_resized/fuk189-0.png,0.8333333333333334,fuk18a
ukpaowzr,8,/kaggle/input/test-colour/test_cleaned_color_resized/ukpaowzr-0.png,1.0,ukpaowzr
6nez,3,/kaggle/input/test-colour/test_cleaned_color_resized/6nez-0.png,0.75,6ne7
stn8,3,/kaggle/input/test-colour/test_cleaned_color_resized/stn8-0.png,0.75,s1n8
1ulul,5,/kaggle/input/test-colour/test_cleaned_color_resized/1ulul-0.png,1.0,1ulul
69a27m,6,/kaggle/input/test-colour/test_cleaned_color_resized/69a27m-0.png,1.0,69a27m
knlb9c,5,/kaggle/input/test-colour/test_cleaned_color_resized/knlb9c-0.png,0.8333333333333334,knlb9a
5u24m,5,/kaggle/input/test-colour/test_cleaned_color_resized/5u24m-0.png,1.0,5u24m
y6ench2,7,/kaggle/input/test-colour/test_cleaned_color_resized/y6ench2-0.png,1.0,y6ench2
5bsl06,5,/kaggle/input/test-colour/test_cleaned_color_resized/5bsl06-0.png,0.7142857142857143,5bs1n06
xmur,4,/kaggle/input/test-colour/test_cleaned_color_resized/xmur-0.png,1.0,xmur
syb3dfe2,7,/kaggle/input/test-colour/test_cleaned_color_resized/syb3dfe2-0.png,0.875,syb3ofe2
nbeije33,7,/kaggle/input/test-colour/test_cleaned_color_resized/nbeije33-0.png,0.875,nbelje33
1ku9bzoy,8,/kaggle/input/test-colour/test_cleaned_color_resized/1ku9bzoy-0.png,1.0,1ku9bzoy
lua1s3c,7,/kaggle/input/test-colour/test_cleaned_color_resized/lua1s3c-0.png,1.0,lua1s3c
9q8et,5,/kaggle/input/test-colour/test_cleaned_color_resized/9q8et-0.png,1.0,9q8et
ndtfd,4,/kaggle/input/test-colour/test_cleaned_color_resized/ndtfd-0.png,0.8,ndtfp
7iiyi4h,6,/kaggle/input/test-colour/test_cleaned_color_resized/7iiyi4h-0.png,0.8571428571428572,7iiy14h
sryx,4,/kaggle/input/test-colour/test_cleaned_color_resized/sryx-0.png,1.0,sryx
mmzyf57,6,/kaggle/input/test-colour/test_cleaned_color_resized/mmzyf57-0.png,0.8571428571428572,m5zyf57
2iulzl,6,/kaggle/input/test-colour/test_cleaned_color_resized/2iulzl-0.png,1.0,2iulzl
d9bb,4,/kaggle/input/test-colour/test_cleaned_color_resized/d9bb-0.png,1.0,d9bb
9vvf,4,/kaggle/input/test-colour/test_cleaned_color_resized/9vvf-0.png,1.0,9vvf
nqvdi,5,/kaggle/input/test-colour/test_cleaned_color_resized/nqvdi-0.png,1.0,nqvdi
cxttv,5,/kaggle/input/test-colour/test_cleaned_color_resized/cxttv-0.png,1.0,cxttv
847n4v,6,/kaggle/input/test-colour/test_cleaned_color_resized/847n4v-0.png,1.0,847n4v
aiu0q3n5,8,/kaggle/input/test-colour/test_cleaned_color_resized/aiu0q3n5-0.png,1.0,aiu0q3n5
ngqm,4,/kaggle/input/test-colour/test_cleaned_color_resized/ngqm-0.png,1.0,ngqm
rgmvx,5,/kaggle/input/test-colour/test_cleaned_color_resized/rgmvx-0.png,1.0,rgmvx
szbx,3,/kaggle/input/test-colour/test_cleaned_color_resized/szbx-0.png,0.75,5zbx
qjx5x94,7,/kaggle/input/test-colour/test_cleaned_color_resized/qjx5x94-0.png,1.0,qjx5x94
rpprfe,6,/kaggle/input/test-colour/test_cleaned_color_resized/rpprfe-0.png,1.0,rpprfe
pocoyl,5,/kaggle/input/test-colour/test_cleaned_color_resized/pocoyl-0.png,0.8333333333333334,p0coyl
gzwi3,5,/kaggle/input/test-colour/test_cleaned_color_resized/gzwi3-0.png,1.0,gzwi3
ambcqo,5,/kaggle/input/test-colour/test_cleaned_color_resized/ambcqo-0.png,0.7142857142857143,ambbcq0
2sxkz2vj,7,/kaggle/input/test-colour/test_cleaned_color_resized/2sxkz2vj-0.png,0.875,2sxkz2uj
6ip3gj8w,8,/kaggle/input/test-colour/test_cleaned_color_resized/6ip3gj8w-0.png,1.0,6ip3gj8w
ac0k2ac,7,/kaggle/input/test-colour/test_cleaned_color_resized/ac0k2ac-0.png,1.0,ac0k2ac
9e1e5t3,7,/kaggle/input/test-colour/test_cleaned_color_resized/9e1e5t3-0.png,1.0,9e1e5t3
k070g5pe,8,/kaggle/input/test-colour/test_cleaned_color_resized/k070g5pe-0.png,1.0,k070g5pe
qgdi29qt,8,/kaggle/input/test-colour/test_cleaned_color_resized/qgdi29qt-0.png,1.0,qgdi29qt
sojq,4,/kaggle/input/test-colour/test_cleaned_color_resized/sojq-0.png,1.0,sojq
3w4cxb4,7,/kaggle/input/test-colour/test_cleaned_color_resized/3w4cxb4-0.png,1.0,3w4cxb4
64alz,5,/kaggle/input/test-colour/test_cleaned_color_resized/64alz-0.png,1.0,64alz
2n2it3lx,8,/kaggle/input/test-colour/test_cleaned_color_resized/2n2it3lx-0.png,1.0,2n2it3lx
tr5n,3,/kaggle/input/test-colour/test_cleaned_color_resized/tr5n-0.png,0.75,trsn
ysy3b,5,/kaggle/input/test-colour/test_cleaned_color_resized/ysy3b-0.png,1.0,ysy3b
aova,3,/kaggle/input/test-colour/test_cleaned_color_resized/aova-0.png,0.75,a0va
zzs5bg,6,/kaggle/input/test-colour/test_cleaned_color_resized/zzs5bg-0.png,1.0,zzs5bg
adj6kf8,5,/kaggle/input/test-colour/test_cleaned_color_resized/adj6kf8-0.png,0.7142857142857143,od6kf8
f73kv,5,/kaggle/input/test-colour/test_cleaned_color_resized/f73kv-0.png,1.0,f73kv
kdghy,5,/kaggle/input/test-colour/test_cleaned_color_resized/kdghy-0.png,1.0,kdghy
u2fa,4,/kaggle/input/test-colour/test_cleaned_color_resized/u2fa-0.png,1.0,u2fa
m9p8,4,/kaggle/input/test-colour/test_cleaned_color_resized/m9p8-0.png,1.0,m9p8
i7hqc7,6,/kaggle/input/test-colour/test_cleaned_color_resized/i7hqc7-0.png,1.0,i7hqc7
q7u1e9,6,/kaggle/input/test-colour/test_cleaned_color_resized/q7u1e9-0.png,1.0,q7u1e9
sd2xyvxr,7,/kaggle/input/test-colour/test_cleaned_color_resized/sd2xyvxr-0.png,0.875,sd2xyuxr
3psc,4,/kaggle/input/test-colour/test_cleaned_color_resized/3psc-0.png,1.0,3psc
4drah,3,/kaggle/input/test-colour/test_cleaned_color_resized/4drah-0.png,0.6,4qeah
4dxxn2,6,/kaggle/input/test-colour/test_cleaned_color_resized/4dxxn2-0.png,1.0,4dxxn2
35av6,5,/kaggle/input/test-colour/test_cleaned_color_resized/35av6-0.png,1.0,35av6
0chnm34,3,/kaggle/input/test-colour/test_cleaned_color_resized/0chnm34-0.png,0.4285714285714286,8qmm34
clsev,2,/kaggle/input/test-colour/test_cleaned_color_resized/clsev-0.png,0.4,clx0
2y43vf,4,/kaggle/input/test-colour/test_cleaned_color_resized/2y43vf-0.png,0.6666666666666667,qy43uf
nq4a7mvu,5,/kaggle/input/test-colour/test_cleaned_color_resized/nq4a7mvu-0.png,0.625,v04a7mvc
1u81r,3,/kaggle/input/test-colour/test_cleaned_color_resized/1u81r-0.png,0.6,1u8iq
4rlub61,4,/kaggle/input/test-colour/test_cleaned_color_resized/4rlub61-0.png,0.5714285714285714,4rv6661
a3am,4,/kaggle/input/test-colour/test_cleaned_color_resized/a3am-0.png,1.0,a3am
8dz3,4,/kaggle/input/test-colour/test_cleaned_color_resized/8dz3-0.png,1.0,8dz3
zeivut8,5,/kaggle/input/test-colour/test_cleaned_color_resized/zeivut8-0.png,0.7142857142857143,2eivwt8
i23xg1a8,5,/kaggle/input/test-colour/test_cleaned_color_resized/i23xg1a8-0.png,0.625,i23xqb8
002e23,6,/kaggle/input/test-colour/test_cleaned_color_resized/002e23-0.png,1.0,002e23
jflkkg,3,/kaggle/input/test-colour/test_cleaned_color_resized/jflkkg-0.png,0.5,itlkkq
l4ig8,5,/kaggle/input/test-colour/test_cleaned_color_resized/l4ig8-0.png,1.0,l4ig8
mpf8iasl,3,/kaggle/input/test-colour/test_cleaned_color_resized/mpf8iasl-0.png,0.375,maf81451
imr5u172,8,/kaggle/input/test-colour/test_cleaned_color_resized/imr5u172-0.png,1.0,imr5u172
m3mc3hu,7,/kaggle/input/test-colour/test_cleaned_color_resized/m3mc3hu-0.png,1.0,m3mc3hu
eznvbmw,7,/kaggle/input/test-colour/test_cleaned_color_resized/eznvbmw-0.png,1.0,eznvbmw
j75a0u,5,/kaggle/input/test-colour/test_cleaned_color_resized/j75a0u-0.png,0.8333333333333334,j75p0u
hc8jk3,6,/kaggle/input/test-colour/test_cleaned_color_resized/hc8jk3-0.png,1.0,hc8jk3
0favtnx,6,/kaggle/input/test-colour/test_cleaned_color_resized/0favtnx-0.png,0.8571428571428572,ofavtnx
cuygj9,5,/kaggle/input/test-colour/test_cleaned_color_resized/cuygj9-0.png,0.8333333333333334,cuy6j9
wmzfebyg,8,/kaggle/input/test-colour/test_cleaned_color_resized/wmzfebyg-0.png,1.0,wmzfebyg
hagreh,6,/kaggle/input/test-colour/test_cleaned_color_resized/hagreh-0.png,1.0,hagreh
71uitis,7,/kaggle/input/test-colour/test_cleaned_color_resized/71uitis-0.png,1.0,71uitis
u22w,3,/kaggle/input/test-colour/test_cleaned_color_resized/u22w-0.png,0.75,22w
pkw2wx6n,8,/kaggle/input/test-colour/test_cleaned_color_resized/pkw2wx6n-0.png,1.0,pkw2wx6n
eq9vn3,6,/kaggle/input/test-colour/test_cleaned_color_resized/eq9vn3-0.png,1.0,eq9vn3
na3ys44w,8,/kaggle/input/test-colour/test_cleaned_color_resized/na3ys44w-0.png,1.0,na3ys44w
wm23u,3,/kaggle/input/test-colour/test_cleaned_color_resized/wm23u-0.png,0.6,wm.u
inrjbf6,7,/kaggle/input/test-colour/test_cleaned_color_resized/inrjbf6-0.png,1.0,inrjbf6
ciixax,5,/kaggle/input/test-colour/test_cleaned_color_resized/ciixax-0.png,0.8333333333333334,cilxax
a7hna,4,/kaggle/input/test-colour/test_cleaned_color_resized/a7hna-0.png,0.8,a7hma
tw1svg,6,/kaggle/input/test-colour/test_cleaned_color_resized/tw1svg-0.png,1.0,tw1svg
vecqb,5,/kaggle/input/test-colour/test_cleaned_color_resized/vecqb-0.png,1.0,vecqb
ppsxh90,6,/kaggle/input/test-colour/test_cleaned_color_resized/ppsxh90-0.png,0.8571428571428572,ppsxh9o
zjalw,5,/kaggle/input/test-colour/test_cleaned_color_resized/zjalw-0.png,1.0,zjalw
hy850xk1,6,/kaggle/input/test-colour/test_cleaned_color_resized/hy850xk1-0.png,0.75,hy85oxki
p5w9vz2l,4,/kaggle/input/test-colour/test_cleaned_color_resized/p5w9vz2l-0.png,0.5,pwv2v
qq1o4o,4,/kaggle/input/test-colour/test_cleaned_color_resized/qq1o4o-0.png,0.6666666666666667,nn1o4o
845ios,5,/kaggle/input/test-colour/test_cleaned_color_resized/845ios-0.png,0.8333333333333334,845ies
8vks9h,6,/kaggle/input/test-colour/test_cleaned_color_resized/8vks9h-0.png,1.0,8vks9h
66qv60,5,/kaggle/input/test-colour/test_cleaned_color_resized/66qv60-0.png,0.8333333333333334,66qv6o
jhxgb3,5,/kaggle/input/test-colour/test_cleaned_color_resized/jhxgb3-0.png,0.8333333333333334,jhxqb3
vgiqt,4,/kaggle/input/test-colour/test_cleaned_color_resized/vgiqt-0.png,0.8,vgiql
i1yipm08,6,/kaggle/input/test-colour/test_cleaned_color_resized/i1yipm08-0.png,0.75,11yipmc8
ncawwh,4,/kaggle/input/test-colour/test_cleaned_color_resized/ncawwh-0.png,0.6666666666666667,nz1wwh
z2m7,4,/kaggle/input/test-colour/test_cleaned_color_resized/z2m7-0.png,1.0,z2m7
rk5tu,3,/kaggle/input/test-colour/test_cleaned_color_resized/rk5tu-0.png,0.6,rk5r4
wvnwm,5,/kaggle/input/test-colour/test_cleaned_color_resized/wvnwm-0.png,1.0,wvnwm
cwaqxmf,7,/kaggle/input/test-colour/test_cleaned_color_resized/cwaqxmf-0.png,1.0,cwaqxmf
7y05t,5,/kaggle/input/test-colour/test_cleaned_color_resized/7y05t-0.png,1.0,7y05t
w15fnfz7,8,/kaggle/input/test-colour/test_cleaned_color_resized/w15fnfz7-0.png,1.0,w15fnfz7
24y0s85,6,/kaggle/input/test-colour/test_cleaned_color_resized/24y0s85-0.png,0.8571428571428572,24yos85
hvk6,4,/kaggle/input/test-colour/test_cleaned_color_resized/hvk6-0.png,1.0,hvk6
e72avg8,7,/kaggle/input/test-colour/test_cleaned_color_resized/e72avg8-0.png,1.0,e72avg8
k11b,4,/kaggle/input/test-colour/test_cleaned_color_resized/k11b-0.png,1.0,k11b
m16cz,5,/kaggle/input/test-colour/test_cleaned_color_resized/m16cz-0.png,1.0,m16cz
aj0w0o,4,/kaggle/input/test-colour/test_cleaned_color_resized/aj0w0o-0.png,0.6666666666666667,aiow0o
vvdmc,5,/kaggle/input/test-colour/test_cleaned_color_resized/vvdmc-0.png,1.0,vvdmc
48nd6j,6,/kaggle/input/test-colour/test_cleaned_color_resized/48nd6j-0.png,1.0,48nd6j
sh2wjt,5,/kaggle/input/test-colour/test_cleaned_color_resized/sh2wjt-0.png,0.8333333333333334,sh2njt
x5jeo,4,/kaggle/input/test-colour/test_cleaned_color_resized/x5jeo-0.png,0.8,xsjeo
sml0n3dv,7,/kaggle/input/test-colour/test_cleaned_color_resized/sml0n3dv-0.png,0.875,sm10n3dv
0tbe,4,/kaggle/input/test-colour/test_cleaned_color_resized/0tbe-0.png,1.0,0tbe
sve7ng,6,/kaggle/input/test-colour/test_cleaned_color_resized/sve7ng-0.png,1.0,sve7ng
2oy2f9,6,/kaggle/input/test-colour/test_cleaned_color_resized/2oy2f9-0.png,1.0,2oy2f9
08sba,5,/kaggle/input/test-colour/test_cleaned_color_resized/08sba-0.png,1.0,08sba
wkai,4,/kaggle/input/test-colour/test_cleaned_color_resized/wkai-0.png,1.0,wkai
txjoqodg,7,/kaggle/input/test-colour/test_cleaned_color_resized/txjoqodg-0.png,0.875,txj0qodg
6b8qqt,6,/kaggle/input/test-colour/test_cleaned_color_resized/6b8qqt-0.png,1.0,6b8qqt
al5oidta,8,/kaggle/input/test-colour/test_cleaned_color_resized/al5oidta-0.png,1.0,al5oidta
3ia0oel,6,/kaggle/input/test-colour/test_cleaned_color_resized/3ia0oel-0.png,0.8571428571428572,3iq0oel
t7l7ebx,6,/kaggle/input/test-colour/test_cleaned_color_resized/t7l7ebx-0.png,0.8571428571428572,17l7ebx
2aidl,5,/kaggle/input/test-colour/test_cleaned_color_resized/2aidl-0.png,1.0,2aidl
ux6fdl,6,/kaggle/input/test-colour/test_cleaned_color_resized/ux6fdl-0.png,1.0,ux6fdl
fygzfbbv,8,/kaggle/input/test-colour/test_cleaned_color_resized/fygzfbbv-0.png,1.0,fygzfbbv
0k2lyyc,5,/kaggle/input/test-colour/test_cleaned_color_resized/0k2lyyc-0.png,0.7142857142857143,0k2yxc
iq1t40,4,/kaggle/input/test-colour/test_cleaned_color_resized/iq1t40-0.png,0.6666666666666667,iq1x4p
h50769iw,8,/kaggle/input/test-colour/test_cleaned_color_resized/h50769iw-0.png,1.0,h50769iw
42g6nr0,4,/kaggle/input/test-colour/test_cleaned_color_resized/42g6nr0-0.png,0.5714285714285714,42g67ao
xeoav,4,/kaggle/input/test-colour/test_cleaned_color_resized/xeoav-0.png,0.8,xe0av
b37if3k,5,/kaggle/input/test-colour/test_cleaned_color_resized/b37if3k-0.png,0.7142857142857143,837if3h
ui7l,4,/kaggle/input/test-colour/test_cleaned_color_resized/ui7l-0.png,1.0,ui7l
tfwptzc,6,/kaggle/input/test-colour/test_cleaned_color_resized/tfwptzc-0.png,0.8571428571428572,tfwpt2c
wcv2ys,6,/kaggle/input/test-colour/test_cleaned_color_resized/wcv2ys-0.png,1.0,wcv2ys
wqhw3c,6,/kaggle/input/test-colour/test_cleaned_color_resized/wqhw3c-0.png,1.0,wqhw3c
o7wk,3,/kaggle/input/test-colour/test_cleaned_color_resized/o7wk-0.png,0.75,07wk
nurb3d,3,/kaggle/input/test-colour/test_cleaned_color_resized/nurb3d-0.png,0.5,wvrb3o
59cjavrg,8,/kaggle/input/test-colour/test_cleaned_color_resized/59cjavrg-0.png,1.0,59cjavrg
iwlynjx2,4,/kaggle/input/test-colour/test_cleaned_color_resized/iwlynjx2-0.png,0.5,1v1xnjx2
4dbe,4,/kaggle/input/test-colour/test_cleaned_color_resized/4dbe-0.png,1.0,4dbe
8gs2o4ht,8,/kaggle/input/test-colour/test_cleaned_color_resized/8gs2o4ht-0.png,1.0,8gs2o4ht
cnm7d0b,5,/kaggle/input/test-colour/test_cleaned_color_resized/cnm7d0b-0.png,0.7142857142857143,com7d0h
x7mkdulu,7,/kaggle/input/test-colour/test_cleaned_color_resized/x7mkdulu-0.png,0.875,x7mkdvlu
6rqy5,5,/kaggle/input/test-colour/test_cleaned_color_resized/6rqy5-0.png,1.0,6rqy5
uqdd8,4,/kaggle/input/test-colour/test_cleaned_color_resized/uqdd8-0.png,0.8,wqdd8
bms2xok,7,/kaggle/input/test-colour/test_cleaned_color_resized/bms2xok-0.png,1.0,bms2xok
xupyep0m,7,/kaggle/input/test-colour/test_cleaned_color_resized/xupyep0m-0.png,0.875,xpyep0m
c1ja0,5,/kaggle/input/test-colour/test_cleaned_color_resized/c1ja0-0.png,1.0,c1ja0
bgrel,2,/kaggle/input/test-colour/test_cleaned_color_resized/bgrel-0.png,0.4,b9rs1
sid2fxzf,7,/kaggle/input/test-colour/test_cleaned_color_resized/sid2fxzf-0.png,0.875,sud2fxzf
q0uxb2,5,/kaggle/input/test-colour/test_cleaned_color_resized/q0uxb2-0.png,0.8333333333333334,g0uxb2
ootptmf,4,/kaggle/input/test-colour/test_cleaned_color_resized/ootptmf-0.png,0.5714285714285714,odpmmf
bkgkg,5,/kaggle/input/test-colour/test_cleaned_color_resized/bkgkg-0.png,1.0,bkgkg
4943m,5,/kaggle/input/test-colour/test_cleaned_color_resized/4943m-0.png,1.0,4943m
kklr2ztk,8,/kaggle/input/test-colour/test_cleaned_color_resized/kklr2ztk-0.png,1.0,kklr2ztk
he7grud,6,/kaggle/input/test-colour/test_cleaned_color_resized/he7grud-0.png,0.8571428571428572,he7grup
39uww47,5,/kaggle/input/test-colour/test_cleaned_color_resized/39uww47-0.png,0.7142857142857143,m9uwh47
8a27,4,/kaggle/input/test-colour/test_cleaned_color_resized/8a27-0.png,1.0,8a27
tnrn3o2p,8,/kaggle/input/test-colour/test_cleaned_color_resized/tnrn3o2p-0.png,1.0,tnrn3o2p
p7qjg,5,/kaggle/input/test-colour/test_cleaned_color_resized/p7qjg-0.png,1.0,p7qjg
dzjzg,4,/kaggle/input/test-colour/test_cleaned_color_resized/dzjzg-0.png,0.8,0zjzg
aotaaj,5,/kaggle/input/test-colour/test_cleaned_color_resized/aotaaj-0.png,0.8333333333333334,astaaj
eoivh,4,/kaggle/input/test-colour/test_cleaned_color_resized/eoivh-0.png,0.8,coivh
kenmc,5,/kaggle/input/test-colour/test_cleaned_color_resized/kenmc-0.png,1.0,kenmc
fkzdxrta,6,/kaggle/input/test-colour/test_cleaned_color_resized/fkzdxrta-0.png,0.75,fk1dxta
ufze,4,/kaggle/input/test-colour/test_cleaned_color_resized/ufze-0.png,1.0,ufze
i2tc,4,/kaggle/input/test-colour/test_cleaned_color_resized/i2tc-0.png,1.0,i2tc
p8agb,5,/kaggle/input/test-colour/test_cleaned_color_resized/p8agb-0.png,1.0,p8agb
t9zn2ll7,6,/kaggle/input/test-colour/test_cleaned_color_resized/t9zn2ll7-0.png,0.75,t9zn2ln
jrofo1b,7,/kaggle/input/test-colour/test_cleaned_color_resized/jrofo1b-0.png,1.0,jrofo1b
8p2da,5,/kaggle/input/test-colour/test_cleaned_color_resized/8p2da-0.png,1.0,8p2da
6885kiy,3,/kaggle/input/test-colour/test_cleaned_color_resized/6885kiy-0.png,0.2857142857142857,5b3hiy
ewikf,5,/kaggle/input/test-colour/test_cleaned_color_resized/ewikf-0.png,1.0,ewikf
dbhfyd,4,/kaggle/input/test-colour/test_cleaned_color_resized/dbhfyd-0.png,0.5714285714285714,d8h4yxd
jjibj8n,7,/kaggle/input/test-colour/test_cleaned_color_resized/jjibj8n-0.png,1.0,jjibj8n
il680q15,6,/kaggle/input/test-colour/test_cleaned_color_resized/il680q15-0.png,0.75,il68q16
